timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
12823,220.82,286.7,925.25,-9030.0,4777.5,-35227.5
12851,190.08,280.84,931.59,-9485.0,8662.5,-27807.5
12880,155.67,273.52,939.4,-595.0,4322.5,-9117.5
12909,126.76,267.42,944.16,2012.5,3132.5,7420.0
12938,105.53,262.18,948.43,2607.5,5617.5,16817.5
12967,90.77,258.03,952.09,6807.5,2800.0,22400.0
12996,81.37,255.96,952.33,7140.0,3185.0,25777.5
13025,74.3,255.47,950.62,3972.5,6527.5,28787.5
13054,67.34,254.86,949.16,1750.0,7227.5,30117.5
13083,60.51,253.52,949.65,962.5,5267.5,33092.5
13113,57.22,252.54,951.97,2660.0,4340.0,36575.0
13142,56.73,251.08,955.63,6020.0,3937.5,36942.5
13172,56.12,248.64,958.92,11602.5,-1470.0,42210.0
13201,59.78,246.32,959.65,12862.5,-1330.0,50505.0
13230,70.15,244.85,959.41,12810.0,1627.5,52307.5
13259,81.86,243.76,958.8,17482.5,-1452.5,50785.0
13288,92.11,243.51,955.5,22977.5,-5617.5,54372.5
13317,108.95,246.81,946.84,16222.5,3745.0,55265.0
13346,133.22,254.0,935.62,1802.5,12495.0,41527.5
13375,157.62,262.3,927.44,-2695.0,6527.5,27282.5
13404,182.02,269.38,923.05,-962.5,-1592.5,15627.5
13433,207.16,275.48,919.39,-2415.0,910.0,6282.5
13462,231.8,281.33,915.49,-7245.0,4200.0,-5425.0
13491,253.15,285.6,914.02,-7945.0,1925.0,-18427.5
13520,268.4,288.9,913.29,-6527.5,-927.5,-28875.0
13548,277.43,290.97,911.83,-9660.0,-35.0,-35262.5
13577,281.21,291.82,911.95,-13212.5,2345.0,-39935.0
13605,279.99,290.85,914.63,-12267.5,-1715.0,-45500.0
13634,273.28,289.38,917.2,-10885.0,-5162.5,-47827.5
13662,262.3,287.43,922.32,-14542.5,2572.5,-45710.0
13691,246.56,282.31,931.59,-15610.0,17902.5,-37730.0
13720,232.78,277.18,939.77,-7542.5,2695.0,-35525.0
13749,224.85,274.13,943.67,-2590.0,-9327.5,-43767.5
13778,215.94,270.84,944.16,-5582.5,-4287.5,-46742.5
13807,203.37,266.57,943.79,-10622.5,3850.0,-43137.5
13836,189.71,262.3,943.3,-11445.0,1907.5,-40740.0
13865,176.41,257.79,943.55,-11445.0,-3325.0,-43102.5
13894,160.55,251.69,945.5,-9257.5,-6352.5,-44047.5
13922,138.84,243.76,949.16,-5162.5,-8435.0,-41422.5
13951,111.26,234.73,951.97,-1890.0,-7367.5,-32165.0
13979,79.54,224.11,954.04,-7192.5,-1382.5,-18305.0
14008,47.46,212.77,960.63,-5582.5,-945.0,-805.0
14037,21.23,203.98,969.29,3080.0,-1225.0,19792.5
14066,5.86,198.49,975.76,7280.0,2887.5,32777.5
14095,-0.98,195.44,980.76,10255.0,5057.5,38657.5
14124,-2.32,193.98,984.3,13947.5,5110.0,41597.5
14153,-0.73,193.13,986.25,14420.0,4707.5,42945.0
14183,3.42,193.0,986.98,14595.0,4375.0,43610.0
14212,9.39,193.98,987.59,13912.5,5495.0,41527.5
14242,14.03,195.93,988.69,16695.0,2590.0,41895.0
14271,20.25,198.62,987.22,18812.5,1347.5,44257.5
14300,30.74,203.74,981.86,11917.5,6282.5,40022.5
14329,39.53,209.6,978.44,8032.5,7612.5,33775.0
14358,44.9,215.57,976.24,11935.0,4900.0,34860.0
14387,51.85,221.92,970.39,10850.0,3972.5,36015.0
14416,60.51,227.53,962.58,6860.0,3762.5,34475.0
14445,67.95,231.8,956.48,4900.0,1890.0,36330.0
14474,77.35,234.48,953.06,6440.0,1785.0,43610.0
14504,94.92,238.02,949.89,11095.0,-2327.5,45237.5
14533,121.88,245.22,942.33,11077.5,-12372.5,31535.0
14562,153.23,254.37,933.79,2852.5,-18357.5,9327.5
14591,181.54,262.91,930.74,192.5,-13580.0,-6842.5
14620,203.86,271.33,928.79,525.0,-4935.0,-17640.0
14649,219.6,278.65,924.88,-2677.5,-3920.0,-25637.5
14677,228.75,284.38,921.83,-5547.5,-3955.0,-30100.0
14706,233.02,288.53,920.86,-8085.0,1382.5,-30572.5
14735,233.51,291.7,921.71,-7980.0,2275.0,-32252.5
14764,231.07,294.51,923.78,-5092.5,-3727.5,-34002.5
14793,226.68,297.68,925.74,-3080.0,-5512.5,-34492.5
14822,220.09,301.1,927.32,-2327.5,-5162.5,-33390.0
14851,212.28,304.63,928.42,-1417.5,-3360.0,-30082.5
14880,205.08,308.66,928.3,-1347.5,-3605.0,-29470.0
14909,198.37,312.93,927.44,-1242.5,-4847.5,-29417.5
14938,192.27,317.2,925.61,-2572.5,-2870.0,-28350.0
14967,186.9,321.23,923.3,-5547.5,1802.5,-28735.0
14995,180.56,324.76,921.22,-6212.5,1242.5,-32480.0
15024,171.41,326.96,918.17,-8575.0,542.5,-36802.5
15053,157.38,327.2,915.85,-14560.0,3937.5,-39900.0
15082,134.69,324.28,917.44,-13877.5,4480.0,-37590.0
15111,104.68,319.4,920.37,-11322.5,3342.5,-24727.5
15140,74.05,313.91,924.88,-11410.0,4217.5,-5320.0
15169,48.92,308.66,932.93,-6405.0,5495.0,12355.0
15198,31.72,304.88,939.89,2100.0,2502.5,21857.5
15227,22.2,303.29,942.33,4217.5,525.0,24500.0
15257,16.96,302.68,943.3,1575.0,3185.0,25970.0
15286,14.27,302.19,945.38,1557.5,3622.5,27737.5
15315,13.91,301.83,947.45,2502.5,2485.0,28315.0
15344,15.13,301.1,949.77,2730.0,2117.5,28507.5
15373,16.1,299.88,952.82,4917.5,4427.5,30222.5
