timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
10969,-5.37,-22.69,1015.04,122.5,-175.0,-35.0
10998,-5.37,-22.69,1015.04,122.5,-192.5,-35.0
11027,-5.37,-22.69,1015.04,122.5,-175.0,-17.5
11056,-5.37,-22.81,1015.04,105.0,-175.0,-35.0
11085,-5.37,-22.69,1015.04,105.0,-175.0,-35.0
11114,-5.37,-22.81,1015.04,122.5,-192.5,-35.0
11144,-5.37,-22.69,1015.04,140.0,-175.0,-35.0
11173,-5.37,-22.69,1015.04,122.5,-192.5,-17.5
11203,-5.25,-22.69,1015.04,105.0,-175.0,-35.0
11232,-5.37,-22.69,1015.04,140.0,-175.0,-35.0
11262,-5.37,-22.69,1015.04,122.5,-157.5,-35.0
11291,-5.25,-22.69,1015.04,105.0,-175.0,-35.0
11321,-5.25,-22.69,1015.04,122.5,-192.5,-17.5
11350,-5.25,-22.69,1015.04,122.5,-175.0,-52.5
11380,-5.25,-22.69,1015.04,140.0,-157.5,-35.0
11409,-5.25,-22.69,1015.04,105.0,-157.5,-35.0
11439,-5.25,-22.69,1015.04,140.0,-175.0,-17.5
11468,-5.25,-22.69,1015.04,122.5,-192.5,-35.0
11498,-5.25,-22.69,1015.04,122.5,-192.5,-17.5
11527,-5.25,-22.69,1015.04,122.5,-175.0,-17.5
11556,-5.37,-22.69,1015.04,140.0,-175.0,-35.0
11585,-5.37,-22.69,1015.04,122.5,-192.5,-17.5
11614,-5.37,-22.69,1015.04,122.5,-192.5,-35.0
11644,-5.37,-22.69,1015.04,122.5,-175.0,-35.0
11673,-5.37,-22.69,1015.04,122.5,-175.0,-35.0
11703,-5.37,-22.69,1015.04,122.5,-175.0,-52.5
11732,-5.37,-22.69,1015.04,105.0,-175.0,-35.0
11762,-5.37,-22.69,1015.04,122.5,-175.0,-35.0
11791,-5.37,-22.69,1015.04,105.0,-175.0,-17.5
11821,-5.37,-22.69,1015.04,105.0,-175.0,-17.5
11850,-5.25,-22.69,1015.04,122.5,-175.0,-17.5
11880,-5.25,-22.69,1015.04,87.5,-175.0,-17.5
11909,-5.25,-22.69,1015.04,122.5,-157.5,-35.0
11939,-5.25,-22.69,1015.04,122.5,-175.0,-35.0
11968,-5.25,-22.69,1015.04,122.5,-192.5,-35.0
11997,-5.25,-22.69,1015.04,140.0,-175.0,-35.0
12026,-5.25,-22.69,1015.04,122.5,-175.0,-17.5
12055,-5.25,-22.69,1014.92,122.5,-192.5,-17.5
12084,-5.37,-22.69,1015.04,122.5,-175.0,-17.5
12113,-5.25,-22.69,1015.04,122.5,-175.0,-35.0
12143,-5.25,-22.57,1015.04,122.5,-175.0,-35.0
12172,-5.25,-22.69,1015.04,122.5,-175.0,-35.0
12202,-5.25,-22.69,1015.04,122.5,-192.5,-35.0
12231,-5.25,-22.57,1015.04,122.5,-157.5,-35.0
12261,-5.25,-22.57,1015.04,122.5,-192.5,-35.0
12290,-5.37,-22.57,1015.04,105.0,-175.0,-35.0
12320,-5.25,-22.57,1015.04,122.5,-192.5,-17.5
12349,-5.25,-22.57,1015.04,122.5,-175.0,-35.0
12379,-5.25,-22.57,1015.04,122.5,-175.0,-35.0
12408,-5.25,-22.57,1015.04,105.0,-175.0,-35.0
12438,-5.37,-22.69,1015.04,105.0,-157.5,-35.0
12467,-5.37,-22.57,1015.04,105.0,-157.5,-17.5
12496,-5.37,-22.57,1015.04,140.0,-192.5,-35.0
12525,-5.37,-22.57,1015.04,122.5,-192.5,-35.0
12554,-5.37,-22.57,1015.04,122.5,-192.5,-35.0
12584,-5.37,-22.57,1015.04,122.5,-175.0,-52.5
12613,-5.37,-22.57,1015.04,140.0,-175.0,-35.0
12643,-5.37,-22.57,1015.04,122.5,-175.0,-52.5
12672,-5.37,-22.69,1015.04,105.0,-192.5,-35.0
12702,-5.37,-22.69,1015.04,105.0,-175.0,-35.0
12731,-5.37,-22.69,1015.04,122.5,-192.5,-35.0
12761,-5.37,-22.69,1015.04,122.5,-192.5,-35.0
12790,-5.37,-22.69,1015.04,105.0,-192.5,-17.5
12820,-5.37,-22.69,1015.04,122.5,-175.0,-17.5
12849,-5.37,-22.69,1014.92,122.5,-175.0,-35.0
