acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-430.29,-145.67,965.14,-34825.0,50890.0,154595.0
-462.01,-156.4,954.77,-33320.0,37135.0,180810.0
-477.26,-168.85,947.21,-34177.5,32025.0,207252.5
-470.07,-181.29,943.55,-42262.5,49700.0,229897.5
-431.51,-190.2,944.28,-63822.5,82495.0,240940.0
-356.73,-192.64,953.92,-96250.0,106382.5,225575.0
-252.17,-187.51,976.12,-110635.0,77525.0,185885.0
-131.27,-175.92,1010.16,-98735.0,8312.5,129045.0
-7.69,-161.04,1056.03,-80465.0,-41492.5,66587.5
107.97,-145.79,1110.32,-58835.0,-44992.5,4567.5
207.64,-133.59,1166.44,-18532.5,-24080.0,-55930.0
288.16,-125.9,1215.12,63525.0,-1890.0,-105612.5
351.73,-124.56,1242.94,119332.5,15750.0,-148645.0
398.09,-128.47,1247.33,140192.5,21752.5,-190680.0
422.12,-135.3,1233.91,152442.5,10500.0,-227115.0
418.7,-145.18,1200.48,140577.5,-12267.5,-251720.0
384.42,-158.6,1156.19,94727.5,-49210.0,-266297.5
314.03,-174.09,1118.01,53025.0,-93502.5,-270987.5
198.74,-188.61,1086.65,37467.5,-151900.0,-248167.5
40.38,-199.47,1061.03,24342.5,-202352.5,-180110.0
-136.15,-207.03,1048.83,9012.5,-171885.0,-77402.5
-302.56,-213.38,1049.44,857.5,-67112.5,21892.5
-442.37,-220.09,1051.76,3850.0,30590.0,108797.5
-546.07,-229.6,1046.15,9940.0,85050.0,182035.0
-611.59,-244.49,1029.8,4532.5,113925.0,235567.5
-642.33,-266.2,1004.67,-12967.5,122902.5,271302.5
-642.82,-292.31,975.76,-46165.0,105525.0,293475.0
-617.93,-318.91,954.28,-81725.0,79607.5,304307.5
-570.84,-343.06,952.09,-109112.5,55825.0,310275.0
-493.86,-362.83,981.86,-121817.5,42875.0,311097.5
-370.03,-377.47,1048.83,-105420.0,68967.5,282852.5
-205.57,-382.59,1135.33,-30677.5,84315.0,208915.0
-30.26,-373.81,1214.63,50085.0,51660.0,118177.5
131.88,-354.29,1275.14,92312.5,14822.5,32865.0
268.89,-331.11,1319.31,115902.5,-10955.0,-38727.5
378.32,-310.61,1346.88,140105.0,-22067.5,-102865.0
458.72,-294.87,1349.56,160265.0,-38220.0,-158970.0
512.77,-281.09,1326.87,165060.0,-79922.5,-200392.5
546.8,-267.06,1286.37,145127.5,-122552.5,-240170.0
557.3,-255.71,1235.01,97317.5,-141767.5,-282292.5
536.19,-253.52,1184.38,39182.5,-122535.0,-311237.5
474.46,-262.79,1141.43,-4007.5,-98122.5,-328107.5
353.68,-276.21,1108.13,-25917.5,-120225.0,-310642.5
178.85,-284.63,1091.17,-23275.0,-160807.5,-229355.0
-13.18,-287.68,1093.49,-1155.0,-137585.0,-127960.0
-196.42,-289.38,1099.71,29470.0,-39970.0,-38850.0
-360.39,-291.09,1086.17,37362.5,50015.0,49437.5
-492.15,-291.95,1052.62,6195.0,84595.0,129342.5
-584.14,-292.43,1016.5,-23625.0,94657.5,192062.5
-636.84,-294.75,982.71,-38552.5,97807.5,239697.5
-654.77,-301.71,948.06,-64767.5,87465.0,275467.5
-637.57,-312.81,922.08,-109760.0,66150.0,300965.0
-578.77,-325.5,922.2,-153055.0,62422.5,304465.0
-481.53,-337.21,950.62,-167877.5,71715.0,268520.0
-361.97,-342.33,997.72,-156257.5,74742.5,213377.5
-233.02,-338.43,1057.01,-127802.5,63140.0,158200.0
-99.92,-327.45,1122.4,-86957.5,48947.5,106750.0
35.38,-311.95,1187.55,-49472.5,49385.0,50680.0
166.41,-295.48,1248.55,-12792.5,53305.0,-17045.0
278.65,-280.6,1301.37,38622.5,40495.0,-86100.0
364.05,-270.11,1337.61,97650.0,7822.5,-139720.0
426.39,-266.81,1351.27,137707.5,-24045.0,-185290.0
468.11,-269.38,1342.73,155925.0,-48125.0,-232662.5
484.1,-275.48,1311.62,139247.5,-60007.5,-275590.0
470.68,-284.75,1269.65,97020.0,-63192.5,-303537.5
425.29,-297.44,1229.52,62090.0,-59307.5,-318482.5
340.01,-311.34,1189.74,46322.5,-74847.5,-320880.0
200.69,-321.23,1143.26,38360.0,-134015.0,-284970.0
18.06,-322.69,1098.0,14910.0,-193217.5,-179112.5
-164.7,-319.88,1070.92,-11935.0,-156327.5,-62545.0
-323.42,-316.71,1059.57,-24080.0,-41300.0,23240.0
-456.65,-314.52,1045.91,-18515.0,43015.0,101307.5
-557.3,-314.27,1022.97,-20125.0,58485.0,176610.0
-620.0,-318.91,998.2,-27877.5,55020.0,232942.5
-647.09,-330.62,973.19,-38885.0,54845.0,269955.0
-640.87,-347.21,950.5,-67532.5,51677.5,291987.5
-597.8,-364.78,943.3,-103880.0,70035.0,300772.5
-512.28,-380.4,958.92,-133367.5,105245.0,281960.0
-394.67,-389.3,991.37,-145320.0,104335.0,230282.5
-262.06,-389.18,1036.27,-139755.0,55160.0,173845.0
-122.49,-382.35,1094.22,-119945.0,21787.5,114292.5
18.18,-371.61,1160.46,-82180.0,26530.0,51467.5
152.01,-359.29,1226.95,-29015.0,47057.5,-21367.5
