timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
10430,173.12,-337.45,1119.47,32900.0,-36120.0,-155347.5
10458,18.67,-320.74,1078.24,-9170.0,-69912.5,-81777.5
10487,-146.16,-294.63,1068.23,-26950.0,-9835.0,17920.0
10515,-263.76,-276.82,1078.97,-1470.0,29382.5,91367.5
10544,-317.44,-277.92,1076.77,12932.5,39445.0,125510.0
10572,-314.64,-292.07,1067.87,-5757.5,34002.5,136202.5
10601,-247.78,-307.44,1076.77,-11042.5,32585.0,129377.5
10629,-110.41,-315.25,1097.63,-7105.0,17535.0,79432.5
10658,65.39,-314.52,1119.23,437.5,2555.0,-3465.0
10687,215.45,-316.22,1131.67,21227.5,-6370.0,-91787.5
10715,288.41,-331.84,1125.82,22312.5,-17552.5,-150482.5
10744,270.96,-357.34,1105.69,10587.5,-14700.0,-179007.5
10772,147.5,-371.12,1080.55,-8260.0,-68005.0,-157080.0
10801,-40.63,-363.07,1084.58,-31762.5,-72537.5,-45920.0
10829,-199.23,-344.77,1117.03,-4025.0,7420.0,47897.5
10858,-294.14,-333.06,1132.65,28735.0,27247.5,98542.5
10886,-335.99,-335.01,1120.57,26530.0,32305.0,130427.5
10915,-319.64,-346.72,1105.32,6300.0,46147.5,149275.0
10944,-233.02,-357.83,1101.78,-2975.0,43505.0,129255.0
10973,-94.18,-361.61,1107.03,-9677.5,6580.0,74305.0
11002,67.22,-360.88,1116.67,-3430.0,23467.5,1960.0
11030,205.45,-359.41,1120.2,10482.5,13055.0,-80255.0
11059,278.77,-366.85,1112.76,18655.0,-5775.0,-131320.0
11087,278.53,-388.45,1099.34,7490.0,-6825.0,-161910.0
11116,178.97,-407.48,1094.1,-4445.0,-59937.5,-165655.0
11144,-14.4,-400.89,1110.44,-8207.5,-107135.0,-82162.5
11173,-206.67,-372.47,1139.72,15260.0,-9870.0,34317.5
11201,-320.25,-350.38,1141.92,41020.0,73990.0,110845.0
11230,-357.7,-347.7,1108.61,16380.0,75232.5,142135.0
11258,-340.14,-357.46,1079.94,-16047.5,39025.0,145285.0
11287,-265.11,-371.61,1080.92,-19687.5,34510.0,130707.5
11315,-138.35,-382.59,1103.49,-17937.5,38290.0,74235.0
11343,4.39,-384.67,1134.84,-8067.5,8470.0,1522.5
11372,120.29,-376.98,1164.37,5600.0,-16537.5,-67200.0
11400,181.78,-368.81,1176.2,17027.5,-39445.0,-111825.0
11429,187.64,-366.85,1171.32,10762.5,-39970.0,-134382.5
11457,132.13,-363.56,1160.46,3395.0,-42332.5,-140997.5
11486,7.69,-348.43,1153.63,-2747.5,-71627.5,-97090.0
11515,-145.55,-320.86,1158.27,1890.0,-34195.0,-14612.5
11544,-263.76,-293.04,1159.0,23590.0,21385.0,59255.0
11573,-326.84,-276.09,1136.67,28805.0,30957.5,100765.0
11602,-341.36,-271.82,1101.05,7927.5,21577.5,120382.5
11631,-300.36,-274.5,1079.33,-9677.5,36732.5,119350.0
11659,-191.78,-276.09,1078.48,-15382.5,43977.5,85575.0
11688,-42.94,-273.65,1094.34,-20300.0,18357.5,20422.5
11716,91.38,-271.33,1121.91,-7332.5,12687.5,-45692.5
11745,177.51,-274.62,1146.19,8715.0,-350.0,-96880.0
11774,203.25,-285.36,1153.39,22522.5,-2362.5,-129885.0
11803,159.09,-296.46,1134.36,19565.0,-12145.0,-139982.5
11831,32.94,-295.0,1105.69,-3745.0,-78400.0,-100712.5
11860,-128.34,-277.18,1103.61,-15662.5,-62545.0,-6317.5
11888,-246.93,-257.91,1111.3,14192.5,23362.5,65327.5
